src,sid,score,trig,dev_trig,act,dev_act,acts,n_act,mobile,text_ok,text,note
acon,acon:3653,1,now,,light.color,Light,light.color|light.on,2,0,1,set master bedroom lights to a indigo color.,MIT
acon,acon:3654,1,now,,light.color,Light,light.color|light.on,2,0,1,set front porch light to a orchid color.,MIT
acon,acon:3655,1,now,,light.color,Light,light.color,1,0,1,set hot tub lighting to a blueviolet color.,MIT
acon,acon:3656,1,now,,light.color,Light,light.color|light.on,2,0,1,set bedroom light to a chocolate color.,MIT
acon,acon:3657,1,now,,light.color,Light,light.color|light.on|garage,3,0,1,set garage paint booth warm light to a orange color.,MIT
acon,acon:3658,1,now,,light.color,Light,light.color|light.on,2,0,1,set front library light to a grey color.,MIT
acon,acon:3659,1,now,,light.color,Light,light.color|light.on,2,0,1,set upstairs craft room light to a mediumpurple color.,MIT
acon,acon:3660,1,now,,light.color,Light,light.color,1,0,1,set garden path lighting to a mediumseagreen color.,MIT
acon,acon:3661,1,now,,light.color,Light,light.color|light.on,2,0,1,set aquarium light to a cornflowerblue color.,MIT
acon,acon:3662,1,now,,light.color,Light,light.color|light.on,2,0,1,set downstairs courtyard light to a limegreen color.,MIT
acon,acon:3663,1,now,,light.color,Light,light.color|light.on,2,0,1,set back recreation warm light to a blue color.,MIT
acon,acon:3664,1,now,,light.color,Light,light.color|light.on,2,0,1,set dining room light to a limegreen color.,MIT
acon,acon:3665,1,now,,light.color,Light,light.color|light.on,2,0,1,set back aquarium stand warm light to a forestgreen color.,MIT
acon,acon:3666,1,now,,light.color,Light,light.color|light.on,2,0,1,set bright ceiling light to a maroon color.,MIT
acon,acon:3667,1,now,,light.color,Light,light.color|light.on,2,0,1,set kitchen wall cool light to a darkslategrey color.,MIT
acon,acon:3668,1,now,,light.color,Light,light.color|light.on,2,0,1,set back recreation warm light to a silver color.,MIT
acon,acon:3669,1,now,,light.color,Light,light.color|light.on,2,0,1,set back zen light to a mediumorchid color.,MIT
acon,acon:3670,1,now,,light.color,Light,light.color|light.on,2,0,1,set philips hue to a skyblue color.,MIT
acon,acon:3671,1,now,,light.color,Light,light.color|light.on,2,0,1,set front stairwell light to a mediumseagreen color.,MIT
acon,acon:3672,1,now,,light.color,Light,light.color|light.on,2,0,1,set kitchen trash bin cool light to a yellowgreen color.,MIT
acon,acon:3673,1,now,,light.color,Light,light.color|light.on,2,0,1,set kitchen mirror cool light to a seagreen color.,MIT
acon,acon:3674,1,now,,light.color,Light,light.color|light.on,2,0,1,set downstairs recreation light to a turquoise color.,MIT
acon,acon:3675,1,now,,light.color,Light,light.color|light.on,2,0,1,set upstairs meditation light to a burlywood color.,MIT
acon,acon:3676,1,now,,light.color,Light,light.color|light.on,2,0,1,set back study light to a chartreuse color.,MIT
acon,acon:3677,1,now,,light.color,Light,light.color|light.on,2,0,1,set back exercise warm light to a royalblue color.,MIT
acon,acon:3678,1,now,,light.color,Light,light.color,1,0,1,set front hallway chandelier to a mediumseagreen color.,MIT
acon,acon:3679,1,now,,light.color,Light,light.color|light.on,2,0,1,set kitchen display warm light to a cyan color.,MIT
acon,acon:3680,1,now,,light.color,Light,light.color|light.on,2,0,1,set back side yard warm light to a goldenrod color.,MIT
acon,acon:3681,1,now,,light.color,Light,light.color|light.on,2,0,1,set office light to a mediumseagreen color.,MIT
acon,acon:3682,1,now,,light.color,Light,light.color|light.on,2,0,1,set front balcony light to a mediumorchid color.,MIT
acon,acon:3683,1,now,,light.color,Light,light.color|light.on,2,0,1,set front library light to a limegreen color.,MIT
acon,acon:3684,1,now,,light.color,Light,light.color|light.on,2,0,1,set upstairs craft room light to a deepskyblue color.,MIT
acon,acon:3685,1,now,,light.color,Light,light.color|light.on,2,0,1,set back family room warm light to a yellowgreen color.,MIT
acon,acon:3686,1,now,,light.color,Light,light.color|light.on,2,0,1,set downstairs side yard light to a darkorchid color.,MIT
acon,acon:3687,1,now,,light.color,Light,light.color|light.dim|light.on,3,0,1,set main kitchen light to a dimgrey color.,MIT
acon,acon:3688,1,now,,light.color,Light,light.color|light.on,2,0,1,set living room ceiling light to a crimson color.,MIT
acon,acon:3689,1,now,,light.color,Light,light.color|light.on,2,0,1,set upstairs craft table light to a midnightblue color.,MIT
acon,acon:3690,1,now,,light.color,Light,light.color|light.on,2,0,1,set back entryway light to a yellowgreen color.,MIT
acon,acon:3691,1,now,,light.color,Light,light.color,1,0,1,set front hallway chandelier to a darkturquoise color.,MIT
acon,acon:3692,1,now,,light.color,Light,light.color|light.on,2,0,1,set front attic light to a firebrick color.,MIT
acon,acon:3693,1,now,,light.color,Light,light.color|light.on,2,0,1,set driveway light to a darkslategrey color.,MIT
acon,acon:3694,1,now,,light.color,Light,light.color|light.on,2,0,1,set master bedroom lights to a darkturquoise color.,MIT
acon,acon:3695,1,now,,light.color,Light,light.color|light.on,2,0,1,set downstairs attic light to a midnightblue color.,MIT
acon,acon:3696,1,now,,light.color,Light,light.color|light.on,2,0,1,set front closet light to a chocolate color.,MIT
acon,acon:3697,1,now,,light.color,Light,light.color|light.on,2,0,1,set bright ceiling light to a yellowgreen color.,MIT
acon,acon:3698,1,now,,light.color,Light,light.color,1,0,1,set front yard lighting to a grey color.,MIT
acon,acon:3699,1,now,,light.color,Light,light.color|light.on,2,0,1,set front stairwell light to a dodgerblue color.,MIT
acon,acon:3700,1,now,,light.color,Light,light.color|light.on,2,0,1,set downstairs playroom light to a rosybrown color.,MIT
acon,acon:3701,1,now,,light.color,Light,light.color|light.on,2,0,1,set master light to a mediumspringgreen color.,MIT
acon,acon:3702,1,now,,light.color,Light,light.color|light.on,2,0,1,set downstairs office light to a mediumblue color.,MIT
acon,acon:3703,1,now,,light.color,Light,light.color|light.on,2,0,1,set front attic light to a goldenrod color.,MIT
acon,acon:3704,1,now,,light.color,Light,light.color|light.on,2,0,1,set dining room light to a deeppink color.,MIT
acon,acon:3705,1,now,,light.color,Light,light.color|light.on,2,0,1,set front bedroom light to a cyan color.,MIT
acon,acon:3706,1,now,,light.color,Light,light.color|light.on,2,0,1,set study light to a magenta color.,MIT
acon,acon:3707,1,now,,light.color,Light,light.color|light.on,2,0,1,set upstairs man cave light to a chocolate color.,MIT
acon,acon:3708,1,now,,light.color,Light,light.color|light.on,2,0,1,set guest room lights to a skyblue color.,MIT
acon,acon:3709,1,now,,light.color,Light,light.color,1,0,1,set garden path lighting to a sienna color.,MIT
acon,acon:3710,1,now,,light.color,Light,light.color|light.on,2,0,1,set pool light to a limegreen color.,MIT
acon,acon:3711,1,now,,light.color,Light,light.color|light.on,2,0,1,set downstairs playroom light to a darkblue color.,MIT
acon,acon:3712,1,now,,light.color,Light,light.color|light.on,2,0,1,set upstairs corridor light to a palevioletred color.,MIT
acon,acon:3713,1,now,,light.color,Light,light.color|light.on,2,0,1,set back side yard warm light to a burlywood color.,MIT
acon,acon:3714,1,now,,light.color,Light,light.color|light.on,2,0,1,set kitchen sideboard cool light to a lightpink color.,MIT
acon,acon:3715,1,now,,light.color,Light,light.color|light.on,2,0,1,set dining room light to a crimson color.,MIT
acon,acon:3716,1,now,,light.color,Light,light.color|light.on|garage,3,0,1,set garage paint booth warm light to a peru color.,MIT
acon,acon:3717,1,now,,light.color,Light,light.color|light.on,2,0,1,set dining room light to a darkkhaki color.,MIT
acon,acon:3718,1,now,,light.color,Light,light.color|light.on,2,0,1,set kitchen freezer light to a darkslategrey color.,MIT
acon,acon:3719,1,now,,light.color,Light,light.color|light.on,2,0,1,set back sitting room light to a firebrick color.,MIT
acon,acon:3720,1,now,,light.color,Light,light.color|light.on,2,0,1,set dining room light to a forestgreen color.,MIT
acon,acon:3721,1,now,,light.color,Light,light.color|light.on,2,0,1,set upstairs cinema light to a gold color.,MIT
acon,acon:3722,1,now,,light.color,Light,light.color|light.on,2,0,1,set kitchen trash bin cool light to a purple color.,MIT
acon,acon:3723,1,now,,light.color,Light,light.color|light.on,2,0,1,set front study light to a lightskyblue color.,MIT
acon,acon:3724,1,now,,light.color,Light,light.color|light.on,2,0,1,set nursery light to a mediumseagreen color.,MIT
acon,acon:3725,1,now,,light.color,Light,light.color|light.on,2,0,1,please set upstairs playroom light to a lightslategrey color.,MIT
acon,acon:3726,1,now,,light.color,Light,light.color|light.on,2,0,1,please set downstairs observatory light to a darkslategrey color.,MIT
acon,acon:3727,1,now,,light.color,Light,light.color|light.on,2,0,1,please set aquarium light to a purple color.,MIT
acon,acon:3728,1,now,,light.color,Light,light.color|light.on,2,0,1,please set upstairs workout light to a firebrick color.,MIT
acon,acon:3729,1,now,,light.color,Light,light.color|light.on,2,0,1,please set upstairs master bedroom hue to a indianred color.,MIT
acon,acon:3730,1,now,,light.color,Light,light.color|light.on,2,0,1,please set downstairs zen light to a lightseagreen color.,MIT
acon,acon:3731,1,now,,light.color,Light,light.color|light.on,2,0,1,please set kitchen light to a mediumseagreen color.,MIT
acon,acon:3732,1,now,,light.color,Light,light.color|light.on,2,0,1,please set downstairs utility light to a violet color.,MIT
acon,acon:3733,1,now,,light.color,Light,light.color|light.on,2,0,1,please set hallway lights to a black color.,MIT
acon,acon:3734,1,now,,light.color,Light,light.color|light.on,2,0,1,please set kitchen floor cool light to a rosybrown color.,MIT
acon,acon:3735,1,now,,light.color,Light,light.color|light.on,2,0,1,please set backyard light to a lavenderblush color.,MIT
acon,acon:3736,1,now,,light.color,Light,light.color|light.on,2,0,1,please set main kitchen light to a darkkhaki color.,MIT
acon,acon:3737,1,now,,light.color,Light,light.color|light.on,2,0,1,please set downstairs pantry light to a hotpink color.,MIT
acon,acon:3738,1,now,,light.color,Light,light.color|light.on,2,0,1,please set upstairs side yard light to a darkgrey color.,MIT
acon,acon:3739,1,now,,light.color,Light,light.color|light.on,2,0,1,please set front study light to a midnightblue color.,MIT
acon,acon:3740,1,now,,light.color,Light,light.color|light.on,2,0,1,please set front recreation light to a darkmagenta color.,MIT
acon,acon:3741,1,now,,light.color,Light,light.color|light.on,2,0,1,please set back observatory warm light to a mediumorchid color.,MIT
acon,acon:3742,1,now,,light.color,Light,light.color|light.on,2,0,1,please set back office light to a lightseagreen color.,MIT
acon,acon:3743,1,now,,light.color,Light,light.color,1,0,1,please set front yard osram to a greenyellow color.,MIT
acon,acon:3744,1,now,,light.color,Light,light.color|light.on,2,0,1,please set downstairs observatory light to a mediumturquoise color.,MIT
acon,acon:3745,1,now,,light.color,Light,light.color|light.on,2,0,1,please set back zen light to a blueviolet color.,MIT
acon,acon:3746,1,now,,light.color,Light,light.color|light.on,2,0,1,please set back playroom light to a skyblue color.,MIT
acon,acon:3747,1,now,,light.color,Light,light.color|light.on,2,0,1,please set front lounge light to a dodgerblue color.,MIT
acon,acon:3748,1,now,,light.color,Light,light.color|light.on,2,0,1,please set back corridor light to a brown color.,MIT
acon,acon:3749,1,now,,light.color,Light,light.color|light.on,2,0,1,please set back zen light to a hotpink color.,MIT
acon,acon:3750,1,now,,light.color,Light,light.color|light.on,2,0,1,please set front closet light to a mediumslateblue color.,MIT
acon,acon:3751,1,now,,light.color,Light,light.color|light.on|coffee,3,0,1,please set kitchen coffee corner cool light to a blueviolet color.,MIT
acon,acon:3752,1,now,,light.color,Light,light.color|light.on,2,0,1,please set kitchen shelf cool light to a lightsalmon color.,MIT
acon,acon:3753,1,now,,light.color,Light,light.color|light.on,2,0,1,please set front attic light to a yellow color.,MIT
acon,acon:3754,1,now,,light.color,Light,light.color|light.on,2,0,1,please set downstairs entryway light to a darkslategrey color.,MIT
acon,acon:3755,1,now,,light.color,Light,light.color|light.on,2,0,1,please set kitchen light to a mediumvioletred color.,MIT
acon,acon:3756,1,now,,light.color,Light,light.color|light.on,2,0,1,please set kitchen floor cool light to a darkturquoise color.,MIT
acon,acon:3757,1,now,,light.color,Light,light.color|light.on,2,0,1,please set back mudroom warm light to a darkslategrey color.,MIT
acon,acon:3758,1,now,,light.color,Light,light.color|light.on,2,0,1,please set upstairs attic light to a blueviolet color.,MIT
acon,acon:3759,1,now,,light.color,Light,light.color|light.on,2,0,1,please set front library light to a mediumpurple color.,MIT
acon,acon:3760,1,now,,light.color,Light,light.color|light.on,2,0,1,please set upstairs children's bedroom light to a thistle color.,MIT
acon,acon:3761,1,now,,light.color,Light,light.color|light.on,2,0,1,please set kitchen desk warm light to a lavender color.,MIT
acon,acon:3762,1,now,,light.color,Light,light.color,1,0,1,please set garden path lighting to a olivedrab color.,MIT
acon,acon:3763,1,now,,light.color,Light,light.color|light.on,2,0,1,please set patio lights to a mediumaquamarine color.,MIT
acon,acon:3764,1,now,,light.color,Light,light.color|light.on,2,0,1,please set downstairs arcade light to a seagreen color.,MIT
acon,acon:3765,1,now,,light.color,Light,light.color|light.on,2,0,1,please set downstairs balcony light to a olivedrab color.,MIT
acon,acon:3766,1,now,,light.color,Light,light.color|light.on,2,0,1,please set master bedroom lights to a gainsboro color.,MIT
acon,acon:3767,1,now,,light.color,Light,light.color|light.on,2,0,1,please set front arcade light to a grey color.,MIT
acon,acon:3768,1,now,,light.color,Light,light.color|light.on,2,0,1,please set back sunroom warm light to a palegreen color.,MIT
acon,acon:3769,1,now,,light.color,Light,light.color|light.on,2,0,1,please set kitchen drawer warm light to a orchid color.,MIT
acon,acon:3770,1,now,,light.color,Light,light.color|light.on,2,0,1,please set back entryway light to a blue color.,MIT
acon,acon:3771,1,now,,light.color,Light,light.color|light.on,2,0,1,please set downstairs playroom light to a brown color.,MIT
acon,acon:3772,1,now,,light.color,Light,light.color|light.on,2,0,1,please set back yard light to a lavenderblush color.,MIT
acon,acon:3773,1,now,,light.color,Light,light.color|light.dim|light.on,3,0,1,please set front living room light to a dimgrey color.,MIT
acon,acon:3774,1,now,,light.color,Light,light.color|light.on,2,0,1,please set basement bar cool light to a lightsteelblue color.,MIT
acon,acon:3775,1,now,,light.color,Light,light.color|light.on,2,0,1,please set front observatory light to a tan color.,MIT
acon,acon:3776,1,now,,light.color,Light,light.color|light.on,2,0,1,please set garden light to a darkolivegreen color.,MIT
acon,acon:3777,1,now,,light.color,Light,light.color|light.on,2,0,1,please set front pantry light to a indianred color.,MIT
acon,acon:3778,1,now,,light.color,Light,light.color|light.on,2,0,1,please set kitchen light to a yellowgreen color.,MIT
acon,acon:3779,1,now,,light.color,Light,light.color|light.on,2,0,1,please set downstairs attic light to a blueviolet color.,MIT
acon,acon:3780,1,now,,light.color,Light,light.color|light.on,2,0,1,please set back dining warm light to a lightseagreen color.,MIT
acon,acon:3781,1,now,,light.color,Light,light.color|light.on,2,0,1,please set upstairs playroom light to a khaki color.,MIT
acon,acon:3782,1,now,,light.color,Light,light.color|light.on,2,0,1,please set upstairs nursery light to a springgreen color.,MIT
acon,acon:3783,1,now,,light.color,Light,light.color|light.on,2,0,1,please set living room ceiling light to a purple color.,MIT
acon,acon:3784,1,now,,light.color,Light,light.color|light.on,2,0,1,please set kitchen desk warm light to a slategrey color.,MIT
acon,acon:3785,1,now,,light.color,Light,light.color|light.on,2,0,1,please set back nursery warm light to a brown color.,MIT
acon,acon:3786,1,now,,light.color,Light,light.color|light.on,2,0,1,please set mirror lights to a mediumorchid color.,MIT
acon,acon:3787,1,now,,light.color,Light,light.color|light.on,2,0,1,please set bathroom light to a aquamarine color.,MIT
acon,acon:3788,1,now,,light.color,Light,light.color|light.on,2,0,1,please set front sunroom light to a lightslategrey color.,MIT
acon,acon:3789,1,now,,light.color,Light,light.color|light.on,2,0,1,please set upstairs basement light to a darkslateblue color.,MIT
acon,acon:3790,1,now,,light.color,Light,light.color|light.on,2,0,1,please set back corridor light to a darkolivegreen color.,MIT
acon,acon:3791,1,now,,light.color,Light,light.color|light.on,2,0,1,please set bedroom light to a yellowgreen color.,MIT
acon,acon:3792,1,now,,light.color,Light,light.color|light.on,2,0,1,please set front fireplace light to a skyblue color.,MIT
acon,acon:3793,1,now,,light.color,Light,light.color|light.on,2,0,1,please set downstairs dining light to a limegreen color.,MIT
acon,acon:3794,1,now,,light.color,Light,light.color|light.on,2,0,1,please set downstairs bathroom warm light to a mediumseagreen color.,MIT
acon,acon:3795,1,now,,light.color,Light,light.color|light.on,2,0,1,please set front basement light to a blueviolet color.,MIT
acon,acon:3796,1,now,,light.color,Light,light.color|light.on,2,0,1,please set downstairs pet area light to a coral color.,MIT
acon,acon:3797,1,now,,light.color,Light,light.color|light.on,2,0,1,please set upstairs nursery light to a slateblue color.,MIT
acon,acon:3798,1,now,,light.color,Light,light.color|light.on,2,0,1,please set front mudroom light to a cornflowerblue color.,MIT
acon,acon:3799,1,now,,light.color,Light,light.color|light.on,2,0,1,please set upstairs closet light to a darkslateblue color.,MIT
acon,acon:3800,1,now,,light.color,Light,light.color|light.on,2,0,1,please set kitchen sideboard cool light to a palegreen color.,MIT
acon,acon:3801,1,now,,light.color,Light,light.color|light.on,2,0,1,please set bright ceiling light to a khaki color.,MIT
acon,acon:3802,1,now,,light.color,Light,light.color|light.on|media,3,0,1,please set upstairs tv room light to a darkslategrey color.,MIT
acon,acon:3803,1,now,,light.on,Light,light.on,1,0,1,make upstairs side yard light glow blueviolet.,MIT
acon,acon:3804,1,now,,light.on,Light,light.on,1,0,1,make kitchen sideboard cool light glow blueviolet.,MIT
acon,acon:3805,1,now,,light.on,Light,light.on,1,0,1,make upstairs stairwell light glow cornflowerblue.,MIT
acon,acon:3806,1,now,,light.on,Light,light.on,1,0,1,make back attic light glow salmon.,MIT
acon,acon:3807,1,now,,light.on,Light,light.on,1,0,1,make office light glow limegreen.,MIT
acon,acon:3808,1,now,,light.on,Light,light.on,1,0,1,make upstairs workout light glow grey.,MIT
acon,acon:3809,1,now,,light.on,Light,light.on,1,0,1,make upstairs recreation light glow darkslategrey.,MIT
acon,acon:3810,1,now,,garage,GarageDoor,garage,1,0,1,make garage osram glow palevioletred.,MIT
acon,acon:3811,1,now,,light.on,Light,light.on,1,0,1,make back pantry light glow hotpink.,MIT
acon,acon:3812,1,now,,light.on,Light,light.on,1,0,1,make downstairs dining light glow midnightblue.,MIT
acon,acon:3813,1,now,,light.on,Light,light.on,1,0,1,make kitchen fridge warm light glow palevioletred.,MIT
acon,acon:3814,1,now,,light.on,Light,light.on,1,0,1,make back office light glow dodgerblue.,MIT
acon,acon:3815,1,now,,light.on,Light,light.on,1,0,1,make upstairs cinema light glow palegreen.,MIT
acon,acon:3816,1,now,,light.on,Light,light.on,1,0,1,make upstairs craft room light glow grey.,MIT
acon,acon:3817,1,now,,light.on,Light,light.on,1,0,1,make office light glow magenta.,MIT
acon,acon:3818,1,now,,light.on,Light,light.on,1,0,1,make master light glow lightslategrey.,MIT
acon,acon:3819,1,now,,light.on,Light,light.on,1,0,1,make front living room light glow mediumaquamarine.,MIT
acon,acon:3820,1,now,,light.on,Light,light.on,1,0,1,make downstairs basement light glow mediumaquamarine.,MIT
acon,acon:3821,1,now,,light.on,Light,light.on,1,0,1,make back recreation warm light glow darkseagreen.,MIT
acon,acon:3822,1,now,,light.on,Light,light.on,1,0,1,make garden light glow salmon.,MIT
acon,acon:3823,1,now,,light.on,Light,light.on,1,0,1,make back washroom light glow greenyellow.,MIT
acon,acon:3824,1,now,,light.on,Light,light.on,1,0,1,make downstairs sitting room light glow mediumorchid.,MIT
acon,acon:3825,1,now,,light.on,Light,light.on,1,0,1,make upstairs hallway light glow brown.,MIT
acon,acon:3826,1,now,,light.on,Light,light.on,1,0,1,make back dining warm light glow dodgerblue.,MIT
acon,acon:3827,1,now,,light.on,Light,light.on,1,0,1,make front entryway light glow orchid.,MIT
acon,acon:3828,1,now,,light.on,Light,light.on,1,0,1,make front sunroom light glow mediumvioletred.,MIT
acon,acon:3829,1,now,,light.on,Light,light.on,1,0,1,make upstairs study light glow lightseagreen.,MIT
acon,acon:3830,1,now,,light.on,Light,light.on,1,0,1,make upstairs library light glow darkslateblue.,MIT
acon,acon:3831,1,now,,light.on,Light,light.on,1,0,1,make kitchen window seat warm light glow mediumseagreen.,MIT
acon,acon:3832,1,now,,light.on,Light,light.on,1,0,1,make back observatory warm light glow aquamarine.,MIT
acon,acon:3833,1,now,,light.on,Light,light.on,1,0,1,make back sunroom warm light glow darkseagreen.,MIT
acon,acon:3834,1,now,,light.on,Light,light.on,1,0,1,make kitchen fridge warm light glow orchid.,MIT
acon,acon:3835,1,now,,light.on,Light,light.on,1,0,1,make back sunroom warm light glow mediumpurple.,MIT
acon,acon:3836,1,now,,light.on,Light,light.on,1,0,1,make downstairs basement light glow red.,MIT
acon,acon:3837,1,now,,light.on,Light,light.on,1,0,1,make front lounge light glow darkorchid.,MIT
acon,acon:3838,1,now,,light.on,Light,light.on,1,0,1,make back balcony light glow darkslategrey.,MIT
acon,acon:3839,1,now,,light.on,Light,light.on,1,0,1,make upstairs observatory light glow magenta.,MIT
acon,acon:3840,1,now,,light.on,Light,light.on,1,0,1,make back washroom light glow indigo.,MIT
acon,acon:3841,1,now,,light.on,Light,light.on,1,0,1,make bedroom light glow darkslategrey.,MIT
acon,acon:3842,1,now,,,,,0,0,1,make front yard lighting glow palegreen.,MIT
acon,acon:3843,1,now,,light.on,Light,light.on,1,0,1,make study lights glow hotpink.,MIT
acon,acon:3844,1,now,,light.on,Light,light.on,1,0,1,make under-stairs closet light glow aquamarine.,MIT
acon,acon:3845,1,now,,light.on,Light,light.on,1,0,1,make front corridor light glow mediumblue.,MIT
acon,acon:3846,1,now,,light.on,Light,light.on,1,0,1,make hallway light glow darkviolet.,MIT
acon,acon:3847,1,now,,light.on,Light,light.on,1,0,1,make front closet light glow mediumseagreen.,MIT
acon,acon:3848,1,now,,light.on,Light,light.on,1,0,1,make upstairs arcade light glow orchid.,MIT
acon,acon:3849,1,now,,light.on,Light,light.on,1,0,1,make front bedroom light glow sandybrown.,MIT
acon,acon:3850,1,now,,light.on,Light,light.on,1,0,1,make downstairs sunroom light glow deeppink.,MIT
acon,acon:3851,1,now,,light.on,Light,light.on,1,0,1,make front nursery light glow lightcoral.,MIT
acon,acon:3852,1,now,,light.on,Light,light.on,1,0,1,make back office light glow darkred.,MIT
acon,acon:3853,1,now,,light.on,Light,light.on,1,0,1,make upstairs bathroom light glow turquoise.,MIT
acon,acon:3854,1,now,,light.on,Light,light.on,1,0,1,make kitchen wine cellar warm light glow deeppink.,MIT
acon,acon:3855,1,now,,light.on,Light,light.on,1,0,1,make upstairs lounge light glow chocolate.,MIT
acon,acon:3856,1,now,,light.on,Light,light.on,1,0,1,make front stairwell light glow maroon.,MIT
acon,acon:3857,1,now,,light.on,Light,light.on,1,0,1,make kitchen desk warm light glow darkcyan.,MIT
acon,acon:3858,1,now,,light.on,Light,light.on,1,0,1,make left deck light glow crimson.,MIT
acon,acon:3859,1,now,,light.on,Light,light.on,1,0,1,make upstairs basement light glow indianred.,MIT
acon,acon:3860,1,now,,light.on,Light,light.on,1,0,1,make upstairs hallway light glow mediumorchid.,MIT
acon,acon:3861,1,now,,light.on,Light,light.on,1,0,1,make upstairs courtyard light glow dodgerblue.,MIT
acon,acon:3862,1,now,,light.on,Light,light.on,1,0,1,make guest room lights glow firebrick.,MIT
acon,acon:3863,1,now,,light.on,Light,light.on,1,0,1,make downstairs balcony light glow darkseagreen.,MIT
acon,acon:3864,1,now,,light.on,Light,light.on,1,0,1,make first driveway light glow dodgerblue.,MIT
acon,acon:3865,1,now,,light.on,Light,light.on,1,0,1,make upstairs stairwell light glow grey.,MIT
acon,acon:3866,1,now,,light.on,Light,light.on,1,0,1,make back arcade warm light glow darkmagenta.,MIT
acon,acon:3867,1,now,,light.on,Light,light.on,1,0,1,make front utility light glow hotpink.,MIT
acon,acon:3868,1,now,,light.color,Light,light.color|light.on,2,0,1,make upstairs master bedroom hue glow greenyellow.,MIT
acon,acon:3869,1,now,,light.on,Light,light.on,1,0,1,make kitchen trash bin cool light glow maroon.,MIT
acon,acon:3870,1,now,,light.on,Light,light.on,1,0,1,make kitchen oven warm light glow violet.,MIT
acon,acon:3871,1,now,,light.on,Light,light.on,1,0,1,make front laundry light glow paleturquoise.,MIT
acon,acon:3872,1,now,,light.on,Light,light.on,1,0,1,make bedroom light glow mediumvioletred.,MIT
acon,acon:3873,1,now,,light.on,Light,light.on,1,0,1,make downstairs pet area light glow blueviolet.,MIT
acon,acon:3874,1,now,,light.on,Light,light.on,1,0,1,make back man cave warm light glow darkviolet.,MIT
acon,acon:3875,1,now,,light.on,Light,light.on,1,0,1,make dining room light glow darkorchid.,MIT
acon,acon:3876,1,now,,light.on,Light,light.on,1,0,1,make downstairs side yard light glow steelblue.,MIT
acon,acon:3877,1,now,,light.on,Light,light.on,1,0,1,make back washroom light glow yellowgreen.,MIT
acon,acon:3878,1,now,,light.on,Light,light.on,1,0,1,make kitchen desk warm light glow steelblue.,MIT
acon,acon:3879,1,now,,light.on,Light,light.on,1,0,1,make back bedroom warm light glow royalblue.,MIT
acon,acon:3880,1,now,,light.on,Light,light.on,1,0,1,make kitchen counter lights glow teal.,MIT
acon,acon:3881,1,now,,light.on,Light,light.on,1,0,1,could you turn upstairs pantry light to greenyellow?,MIT
acon,acon:3882,1,now,,light.on,Light,light.on,1,0,1,could you turn dining room light to olive?,MIT
acon,acon:3883,1,now,,light.on,Light,light.on,1,0,1,could you turn front sunroom light to darkslateblue?,MIT
acon,acon:3884,1,now,,light.on,Light,light.on,1,0,1,could you turn hallway light to darkslategrey?,MIT
acon,acon:3885,1,now,,light.on,Light,light.on,1,0,1,could you turn upstairs basement light to limegreen?,MIT
acon,acon:3886,1,now,,light.on,Light,light.on,1,0,1,could you turn kitchen bar warm light to skyblue?,MIT
acon,acon:3887,1,now,,light.on,Light,light.on,1,0,1,could you turn kitchen ceiling cool light to thistle?,MIT
acon,acon:3888,1,now,,light.on,Light,light.on,1,0,1,could you turn master bedroom lights to olivedrab?,MIT
acon,acon:3889,1,now,,light.on,Light,light.on,1,0,1,could you turn kitchen toaster cool light to steelblue?,MIT
acon,acon:3890,1,now,,light.on,Light,light.on,1,0,1,could you turn back workout light to tan?,MIT
acon,acon:3891,1,now,,light.on,Light,light.on,1,0,1,could you turn front corridor light to khaki?,MIT
acon,acon:3892,1,now,,light.on,Light,light.on,1,0,1,could you turn back closet warm light to indigo?,MIT
acon,acon:3893,1,now,,light.on,Light,light.on,1,0,1,could you turn living room light to blueviolet?,MIT
acon,acon:3894,1,now,,light.on,Light,light.on,1,0,1,could you turn downstairs cinema light to peru?,MIT
acon,acon:3895,1,now,,light.on,Light,light.on,1,0,1,could you turn kitchen ceiling cool light to lightgreen?,MIT
acon,acon:3896,1,now,,light.on,Light,light.on,1,0,1,could you turn kitchen bar warm light to palegoldenrod?,MIT
acon,acon:3897,1,now,,light.on,Light,light.on,1,0,1,could you turn front basement light to darkseagreen?,MIT
acon,acon:3898,1,now,,light.dim,Light,light.dim|light.on,2,0,1,could you turn garden light to dimgrey?,MIT
acon,acon:3899,1,now,,light.on,Light,light.on,1,0,1,could you turn guest room lights to greenyellow?,MIT
acon,acon:3900,1,now,,light.on,Light,light.on,1,0,1,could you turn office desk light to skyblue?,MIT
acon,acon:3901,1,now,,light.on,Light,light.on,1,0,1,could you turn front closet light to limegreen?,MIT
acon,acon:3902,1,now,,light.on,Light,light.on,1,0,1,could you turn downstairs sitting room light to goldenrod?,MIT
acon,acon:3903,1,now,,light.on,Light,light.on,1,0,1,could you turn kitchen wine cellar warm light to black?,MIT
acon,acon:3904,1,now,,light.on,Light,light.on,1,0,1,could you turn downstairs observatory light to saddlebrown?,MIT
acon,acon:3905,1,now,,light.on,Light,light.on,1,0,1,could you turn bedroom light to lightskyblue?,MIT
acon,acon:3906,1,now,,light.on,Light,light.on,1,0,1,could you turn upstairs craft table light to lightseagreen?,MIT
acon,acon:3907,1,now,,light.on,Light,light.on,1,0,1,could you turn back aquarium stand warm light to darkgrey?,MIT
