src,sid,score,trig,dev_trig,act,dev_act,acts,n_act,mobile,text_ok,text,note
ifttt,ifttt:wcC9tfDg,15,arrive,PersonTracker,light.scene,Light,light.scene,1,1,0,,Location
ifttt,ifttt:jrhcA8d9,35,voice,,switch,Switch,switch,1,0,0,,Voice assistants
ifttt,ifttt:bA234tuT,25,voice,,switch,Switch,switch,1,0,0,,Voice assistants
ifttt,ifttt:KhS8uDsd,487,voice,,light.on,Light,light.on,1,0,0,,Voice assistants
ifttt,ifttt:QHUCMc5D,8908,voice,,light.dim,Light,light.dim|light.on,2,0,0,,Voice assistants
ifttt,ifttt:Dwa6gyV4,503,voice,,light.color,Light,light.color|light.dim|light.on,3,1,0,,Voice assistants
ifttt,ifttt:i6qF8sAQ,217,threshold,TemperatureSensor,thermostat,Thermostat,thermostat|notify,2,1,0,,Environment control & monitoring
ifttt,ifttt:wTnUXSNk,730,battery,Battery,notify,NotificationProvider,notify,1,1,0,,Mobile devices & accessories
ifttt,ifttt:mF3MGHUf,14,doorbell,Doorbell,notify,NotificationProvider,notify|camera,2,0,0,,Security & monitoring systems
ifttt,ifttt:AEs8ZRdz,10,finished,LaundryWasher,light.color,Light,light.color|light.on|notify,3,1,0,,Appliances
ifttt,ifttt:mYxea4V9,11,battery,Battery,notify,NotificationProvider,notify,1,1,0,,Mobile devices & accessories
ifttt,ifttt:VBFhfmr7,11,contact,ContactSensor,light.color,Light,light.color|light.on|notify,3,1,0,,Appliances
ifttt,ifttt:qiBSGrjZ,10,contact,ContactSensor,light.color,Light,light.color|light.on|notify,3,1,0,,Appliances
ifttt,ifttt:ATR9EuDh,1770,weather,WeatherProvider,light.color,Light,light.color|light.on|notify|camera,4,0,0,,Weather
ifttt,ifttt:CtzzbN21,2239,message,MessageSender,light.color,Light,light.color|light.on|notify,3,1,0,,Notifications
ifttt,ifttt:KVTtRgmy,15,timer,Clock,light.color,Light,light.color|light.on|notify|timer,4,0,0,,Appliances
ifttt,ifttt:GACukMTq,665,button,Button,,,,0,0,0,,Mobile devices & accessories
ifttt,ifttt:DqcjKMTG,23,voice,,plug,Plug,plug|coffee,2,0,0,,Voice assistants
ifttt,ifttt:wLzqNP2i,15,time,Clock,coffee,CoffeeMaker,coffee,1,0,0,,Calendars & scheduling
ifttt,ifttt:iryfcmUu,26,message,MessageSender,light.color,Light,light.color|light.on|notify,3,1,0,,Notifications
ifttt,ifttt:cjFQEZmN,300,contact,ContactSensor,garage,GarageDoor,garage,1,0,0,,Calendars & scheduling
ifttt,ifttt:DSgURDP4,307,arrive,PersonTracker,light.scene,Light,light.scene,1,1,0,,Location
ifttt,ifttt:A8vwSAns,27,weather,WeatherProvider,light.color,Light,light.color|light.on|notify,3,1,0,,Weather
ifttt,ifttt:HXDE3HdR,115,time,Clock,thermostat,Thermostat,thermostat,1,0,0,,Calendars & scheduling
ifttt,ifttt:vmYSsuXj,10,voice,,ac,AirConditioner,ac,1,0,0,,Voice assistants
ifttt,ifttt:d7zHUu48,33,leak,LeakSensor,light.color,Light,light.color|light.on|switch,3,0,0,,Environment control & monitoring
ifttt,ifttt:PNFMx2Ef,10,finished,LaundryWasher,light.on,Light,light.on,1,0,0,,Appliances
ifttt,ifttt:qPd8YgsC,90,power,PowerMeter,thermostat,Thermostat,thermostat|lock,2,0,0,,Power monitoring & management
ifttt,ifttt:mA784r3M,889,button,Button,,,,0,0,0,,Mobile devices & accessories
ifttt,ifttt:Tkr9Jp4L,36,motion,MotionSensor,camera,Camera,camera,1,0,0,,Security & monitoring systems
ifttt,ifttt:vqwtMFuQ,105,weather,WeatherProvider,sprinkler,Sprinkler,sprinkler,1,0,0,,Weather
ifttt,ifttt:cXFZtGYQ,11,time,Clock,thermostat,Thermostat,thermostat,1,0,0,,Calendars & scheduling
ifttt,ifttt:KvbQMqYr,5264,threshold,TemperatureSensor,light.on,Light,light.on|thermostat|switch,3,0,0,,Environment control & monitoring
ifttt,ifttt:fMcpiX4T,1832,leave,PersonTracker,thermostat,Thermostat,thermostat,1,0,0,,Environment control & monitoring
ifttt,ifttt:TxecQMqW,307,button,Button,media,Television,media|sprinkler,2,0,0,,Mobile devices & accessories
ifttt,ifttt:fy3VxnLt,18,leave,PersonTracker,,,,0,1,0,,Location
ifttt,ifttt:SFrVgsED,12,sun,SunProvider,light.scene,Light,light.scene,1,0,0,,Weather
ifttt,ifttt:ChB4m5v3,12,leave,PersonTracker,light.off,Light,light.off|light.on|plug|switch,4,1,0,,Location
ifttt,ifttt:bG4gwE59,15,threshold,TemperatureSensor,light.off,Light,light.off|light.on|thermostat|switch,4,0,0,,Environment control & monitoring
ifttt,ifttt:zkqxeUvr,19,time,Clock,thermostat,Thermostat,thermostat,1,0,0,,Calendars & scheduling
ifttt,ifttt:kQKgcfeM,12,security,Camera,cover,WindowCovering,cover|notify|camera|switch,4,0,0,,Security & monitoring systems
ifttt,ifttt:mij9sMrP,14,security,Camera,cover,WindowCovering,cover|notify|camera|switch,4,0,0,,Security & monitoring systems
ifttt,ifttt:PHp7J3Vm,306,arrive,PersonTracker,camera,Camera,camera|switch,2,1,0,,Location
ifttt,ifttt:NiwTBn4K,77,motion,MotionSensor,camera,Camera,camera|plug|switch,3,0,0,,Security & monitoring systems
ifttt,ifttt:eLArqEKj,1181,leave,PersonTracker,camera,Camera,camera|switch,2,1,0,,Location
ifttt,ifttt:hggDEWy8,1176,voice,,camera,Camera,camera,1,0,0,,Voice assistants
ifttt,ifttt:KhWE8SUE,775,arrive,PersonTracker,switch,Switch,switch,1,1,0,,Location
ifttt,ifttt:NtLQRE4J,330,motion,MotionSensor,light.on,Light,light.on|switch,2,0,0,,Security & monitoring systems
ifttt,ifttt:BRB7WU5k,30,voice,,,,,0,0,0,,Voice assistants
ifttt,ifttt:5f4LEvtV,902,arrive,PersonTracker,switch,Switch,switch,1,1,0,,Location
ifttt,ifttt:MPdcv3YA,18,motion,MotionSensor,camera,Camera,camera|plug|switch,3,0,0,,Security & monitoring systems
ifttt,ifttt:y3A8Enwr,383,leave,PersonTracker,camera,Camera,camera,1,1,0,,Location
ifttt,ifttt:NDdrxJZH,206,arrive,PersonTracker,switch,Switch,switch,1,1,0,,Location
ifttt,ifttt:xgfPnHa7,185,voice,,camera,Camera,camera,1,0,0,,Voice assistants
ifttt,ifttt:ff7ebKTs,188,button,Button,camera,Camera,camera|switch,2,0,0,,Mobile devices & accessories
ifttt,ifttt:BTXFLZjk,113,time,Clock,switch,Switch,switch,1,0,0,,Calendars & scheduling
ifttt,ifttt:jsZtfEWe,88,arrive,PersonTracker,notify,NotificationProvider,notify,1,1,0,,Location
ifttt,ifttt:Th8SDFGf,48,button,Button,camera,Camera,camera|switch,2,0,0,,Mobile devices & accessories
ifttt,ifttt:xEDNmx9r,52,time,Clock,switch,Switch,switch,1,0,0,,Calendars & scheduling
ifttt,ifttt:Vd2j7WTp,14,leave,PersonTracker,camera,Camera,camera|switch,2,1,0,,Location
ifttt,ifttt:HeXNAGKJ,17,arrive,PersonTracker,,,,0,1,0,,Location
ifttt,ifttt:zvSC5sH7,17,arrive,PersonTracker,cover,WindowCovering,cover|camera,2,1,0,,Location
ifttt,ifttt:nnDQiJ2R,3765,arrive,PersonTracker,light.on,Light,light.on|switch,2,1,0,,Location
ifttt,ifttt:YMqGgHdw,914,motion,MotionSensor,light.on,Light,light.on|thermostat|notify|switch,4,0,0,,Security & monitoring systems
ifttt,ifttt:GyJErfnx,69,leave,PersonTracker,,,,0,1,0,,Location
ifttt,ifttt:fBgXMKbj,86,leave,PersonTracker,light.on,Light,light.on|plug|switch,3,1,0,,Location
ifttt,ifttt:F8HC7dzY,15,arrive,PersonTracker,,,,0,1,0,,Location
ifttt,ifttt:rb2374eY,81,time,Clock,light.color,Light,light.color|light.on|notify|camera,4,0,0,,News & information
ifttt,ifttt:qFZPmHc2,67,weather,WeatherProvider,,,,0,0,0,,Gardening
ifttt,ifttt:FjAS47J8,118,voice,,lock,DoorLock,lock,1,1,0,,Voice assistants
ifttt,ifttt:D25JCBxU,17,button,Button,,,,0,0,0,,Mobile devices & accessories
ifttt,ifttt:YsdnSfPB,154,message,MessageSender,light.color,Light,light.color|light.on|camera,3,1,0,,Notifications
ifttt,ifttt:GXShMZyn,54,motion,MotionSensor,light.color,Light,light.color|light.off|light.on|switch,4,0,0,,Mobile devices & accessories
ifttt,ifttt:akhg2tAz,51,motion,MotionSensor,plug,Plug,plug|switch,2,0,0,,Mobile devices & accessories
ifttt,ifttt:WT2gBdCy,378,message,MessageSender,light.on,Light,light.on,1,0,0,,Social networks
ifttt,ifttt:K9dWfuN6,19,message,MessageSender,light.on,Light,light.on,1,0,0,,Social networks
ifttt,ifttt:DXhC2Sgb,191,motion,MotionSensor,camera,Camera,camera,1,0,0,,Security & monitoring systems
ifttt,ifttt:W7isMZ2v,1191,button,Button,,,,0,0,0,,Mobile devices & accessories
ifttt,ifttt:C8WZxfDq,7024,time,Clock,light.on,Light,light.on,1,0,0,,Calendars & scheduling
ifttt,ifttt:aSQujhL5,1133,sun,SunProvider,light.dim,Light,light.dim|light.on,2,0,0,,Calendars & scheduling
ifttt,ifttt:pRiKAafH,448,time,Clock,light.color,Light,light.color|light.dim|light.on,3,0,0,,Calendars & scheduling
ifttt,ifttt:qXuEgrns,226,time,Clock,,,,0,0,0,,Calendars & scheduling
ifttt,ifttt:bdjunRhS,143,,,light.color,Light,light.color|light.on|camera,3,0,0,,Health & fitness
ifttt,ifttt:FgxJAkd8,99,voice,,light.dim,Light,light.dim|light.on|switch,3,0,0,,Voice assistants
ifttt,ifttt:gCAYcnSp,35,voice,,light.scene,Light,light.scene|light.dim,2,0,0,,Voice assistants
ifttt,ifttt:iXvbei9E,49,time,Clock,,,,0,0,0,,Calendars & scheduling
ifttt,ifttt:2aaDruRf,29,voice,,light.on,Light,light.on,1,0,0,,Voice assistants
ifttt,ifttt:KyXNevHT,42,button,Button,media,Television,media|switch,2,0,0,,Health & fitness
ifttt,ifttt:i9xDcnT2,37,threshold,TemperatureSensor,light.dim,Light,light.dim|light.on|thermostat,3,1,0,,Environment control & monitoring
ifttt,ifttt:ViQN6G2R,50,threshold,TemperatureSensor,thermostat,Thermostat,thermostat,1,0,0,,Health & fitness
ifttt,ifttt:wSAsGwRm,18,,,light.color,Light,light.color|light.on|switch,3,0,0,,Health & fitness
ifttt,ifttt:GkrbQMU3,13,time,Clock,light.off,Light,light.off|light.on,2,0,0,,Calendars & scheduling
ifttt,ifttt:iBWsxYgD,19,time,Clock,purifier,AirPurifier,purifier,1,0,0,,Calendars & scheduling
ifttt,ifttt:TkDGUsgM,12,,,,,,0,0,0,,Health & fitness
ifttt,ifttt:RJfB79i6,15,time,Clock,switch,Switch,switch,1,0,0,,Calendars & scheduling
ifttt,ifttt:QMscxWZD,17,,,,,,0,0,0,,Finance & payments
ifttt,ifttt:qftkiaWc,4800,voice,,thermostat,Thermostat,thermostat|notify,2,1,0,,Voice assistants
ifttt,ifttt:bauEAhqr,35,weather,WeatherProvider,,,,0,0,0,,Weather
ifttt,ifttt:bZT5r7Ds,93,,,notify,NotificationProvider,notify|switch,2,1,0,,Smart hubs & systems
ifttt,ifttt:QdQF4isU,140,leave,PersonTracker,switch,Switch,switch,1,1,0,,Location
ifttt,ifttt:e4JBYNLp,109,arrive,PersonTracker,switch,Switch,switch,1,1,0,,Location
ifttt,ifttt:pYM4EyiH,39,button,Button,switch,Switch,switch,1,0,0,,Mobile devices & accessories
ifttt,ifttt:HGd36VSJ,39,button,Button,switch,Switch,switch,1,0,0,,Mobile devices & accessories
ifttt,ifttt:LFkC8V5U,43,time,Clock,switch,Switch,switch,1,0,0,,Calendars & scheduling
ifttt,ifttt:izfWEPAc,200,finished,LaundryWasher,vacuum,RobotVacuumCleaner,vacuum,1,0,0,,Appliances
ifttt,ifttt:zY6KkTUV,18,smoke,SmokeDetector,thermostat,Thermostat,thermostat|notify,2,0,0,,Environment control & monitoring
ifttt,ifttt:AwYsghVA,42,,,,,,0,0,0,,Finance & payments
ifttt,ifttt:gQ7WXKYG,38,,,,,,0,0,0,,Finance & payments
ifttt,ifttt:ZTrzA64d,31,,,light.color,Light,light.color|light.on|camera,3,0,0,,Photo & video
ifttt,ifttt:ppt8jXcA,10,threshold,TemperatureSensor,light.scene,Light,light.scene|light.on|garage|switch,4,0,0,,Environment control & monitoring
ifttt,ifttt:Lr7nMzcU,10,,,light.color,Light,light.color|light.on|camera,3,0,0,,Photo & video
ifttt,ifttt:riQ3kmJ5,379,time,Clock,thermostat,Thermostat,thermostat,1,0,0,,Calendars & scheduling
ifttt,ifttt:Luct89Vh,226,voice,,light.scene,Light,light.scene|cover,2,0,0,,Voice assistants
ifttt,ifttt:vMB2XP9A,188,voice,,cover,WindowCovering,cover,1,0,0,,Voice assistants
ifttt,ifttt:p5WLVePn,1158,voice,,light.scene,Light,light.scene|cover,2,0,0,,Voice assistants
ifttt,ifttt:z9f8q26t,1043,voice,,cover,WindowCovering,cover,1,0,0,,Voice assistants
ifttt,ifttt:wbcysJSX,679,voice,,cover,WindowCovering,cover,1,0,0,,Voice assistants
ifttt,ifttt:FdrqYvWD,46,sun,SunProvider,light.scene,Light,light.scene|cover,2,0,0,,Weather
ifttt,ifttt:tWp9U7C2,154,weather,WeatherProvider,light.scene,Light,light.scene|cover,2,0,0,,Weather
ifttt,ifttt:hJPVwFvU,27,sun,SunProvider,light.scene,Light,light.scene|cover,2,0,0,,Weather
ifttt,ifttt:JsmWQZqK,192,voice,,light.scene,Light,light.scene|cover,2,0,0,,Voice assistants
ifttt,ifttt:kQCyMKYt,28,voice,,cover,WindowCovering,cover,1,0,0,,Voice assistants
ifttt,ifttt:Ke2MpYi8,16,sun,SunProvider,cover,WindowCovering,cover,1,0,0,,Weather
ifttt,ifttt:d8PYhFUG,34,weather,WeatherProvider,light.scene,Light,light.scene|cover,2,0,0,,Weather
ifttt,ifttt:tYvZzxXF,17,voice,,light.scene,Light,light.scene|cover,2,0,0,,Voice assistants
ifttt,ifttt:ZqjWU6Hw,15,weather,WeatherProvider,light.scene,Light,light.scene|cover,2,0,0,,Weather
ifttt,ifttt:KFWkqQew,93,voice,,light.scene,Light,light.scene|cover,2,0,0,,Voice assistants
ifttt,ifttt:CZihvnuX,30,voice,,light.scene,Light,light.scene|light.on|cover|switch,4,0,0,,Voice assistants
ifttt,ifttt:tP2DJujv,35,voice,,cover,WindowCovering,cover,1,0,0,,Voice assistants
ifttt,ifttt:tdFXcHDp,20,button,Button,light.scene,Light,light.scene|light.on|cover,3,0,0,,Mobile devices & accessories
ifttt,ifttt:FjpBJqRV,69,voice,,light.scene,Light,light.scene|cover,2,0,0,,Voice assistants
ifttt,ifttt:GbPVCu2a,10,sun,SunProvider,cover,WindowCovering,cover,1,0,0,,Weather
ifttt,ifttt:eYnXR6Zm,29,voice,,cover,WindowCovering,cover,1,0,0,,Voice assistants
ifttt,ifttt:uyGMpf9C,10,weather,WeatherProvider,cover,WindowCovering,cover,1,0,0,,Weather
ifttt,ifttt:yeS9KLn7,46,voice,,light.scene,Light,light.scene|light.off|light.on|cover|switch,5,0,0,,Voice assistants
ifttt,ifttt:e9KVcT5F,14,device,Switch,light.scene,Light,light.scene|cover,2,0,0,,Smart hubs & systems
ifttt,ifttt:qupDYV72,22,arrive,PersonTracker,light.scene,Light,light.scene|cover,2,1,0,,Location
ifttt,ifttt:cWKb7i4S,17,weather,WeatherProvider,light.scene,Light,light.scene|cover,2,0,0,,Weather
ifttt,ifttt:NSwLTWmB,26,voice,,light.scene,Light,light.scene|light.on|cover|switch,4,0,0,,Voice assistants
ifttt,ifttt:nbtraLDK,17,time,Clock,light.scene,Light,light.scene|cover,2,0,0,,Calendars & scheduling
ifttt,ifttt:jKhRsydW,11,threshold,TemperatureSensor,thermostat,Thermostat,thermostat|cover,2,0,0,,Environment control & monitoring
ifttt,ifttt:GVj3dGSK,11,threshold,TemperatureSensor,light.scene,Light,light.scene|thermostat|cover,3,0,0,,Environment control & monitoring
ifttt,ifttt:s7s8uQRd,10,time,Clock,light.scene,Light,light.scene|cover,2,0,0,,Calendars & scheduling
ifttt,ifttt:KJFnmMt9,103,voice,,cover,WindowCovering,cover,1,0,0,,Voice assistants
ifttt,ifttt:XVu5kgYe,24,voice,,cover,WindowCovering,cover,1,0,0,,Voice assistants
ifttt,ifttt:YrW7cagU,33,voice,,cover,WindowCovering,cover,1,0,0,,Voice assistants
ifttt,ifttt:QxHysZRg,99,weather,WeatherProvider,light.scene,Light,light.scene|cover,2,0,0,,Weather
ifttt,ifttt:rpsTfFRU,14,voice,,cover,WindowCovering,cover,1,0,0,,Voice assistants
ifttt,ifttt:ntMQVmzu,14,voice,,cover,WindowCovering,cover,1,0,0,,Voice assistants
ifttt,ifttt:PDtudTyB,586,sun,SunProvider,light.color,Light,light.color|light.dim|light.on|cover,4,0,0,,Weather
ifttt,ifttt:JdDBjRXL,18,voice,,light.scene,Light,light.scene|light.on|cover,3,0,0,,Voice assistants
ifttt,ifttt:V4rmqUJs,21,weather,WeatherProvider,cover,WindowCovering,cover,1,0,0,,Weather
ifttt,ifttt:LfWxj5zA,285,voice,,,,,0,0,0,,Voice assistants
ifttt,ifttt:txqiMzBY,222,voice,,,,,0,0,0,,Voice assistants
ifttt,ifttt:w3n2ZXdr,15,weather,WeatherProvider,light.color,Light,light.color|light.on,2,0,0,,Weather
ifttt,ifttt:iBuvida7,23,weather,WeatherProvider,light.color,Light,light.color|light.on,2,0,0,,Weather
ifttt,ifttt:TsN9rJ6W,1038,weather,WeatherProvider,notify,NotificationProvider,notify,1,0,0,,Weather
ifttt,ifttt:iiEm3n8U,106,weather,WeatherProvider,thermostat,Thermostat,thermostat|switch,2,0,0,,Weather
ifttt,ifttt:hpKW3bcd,121,weather,WeatherProvider,notify,NotificationProvider,notify,1,0,0,,Weather
ifttt,ifttt:cHirKT2S,64,weather,WeatherProvider,notify,NotificationProvider,notify,1,0,0,,Weather
ifttt,ifttt:tzY7DGTc,37,weather,WeatherProvider,notify,NotificationProvider,notify,1,0,0,,Weather
ifttt,ifttt:md8x93Va,10,weather,WeatherProvider,,,,0,0,0,,Weather
ifttt,ifttt:sHYgpAeS,66448,voice,,media,Television,media,1,0,0,,Voice assistants
ifttt,ifttt:G2gPd8cX,4548,voice,,media,Television,media,1,0,0,,Voice assistants
ifttt,ifttt:LKufEcaj,177,button,Button,media,Television,media,1,0,0,,DIY electronics
ifttt,ifttt:xUSWF7Qc,337,voice,,media,Television,media|switch,2,0,0,,Voice assistants
ifttt,ifttt:VADtm29k,106,button,Button,media,Television,media,1,0,0,,DIY electronics
ifttt,ifttt:pCimXx3D,290,button,Button,,,,0,0,0,,Mobile devices & accessories
ifttt,ifttt:iQiGU2mX,114,voice,,media,Television,media|switch,2,0,0,,Voice assistants
ifttt,ifttt:pHUtk84V,170,leave,PersonTracker,light.on,Light,light.on|switch,2,1,0,,Location
ifttt,ifttt:qths8jUK,117,voice,,,,,0,0,0,,Voice assistants
ifttt,ifttt:P9YHTr5Z,28,voice,,light.on,Light,light.on|media,2,0,0,,Voice assistants
ifttt,ifttt:jZGzgbfr,128,time,Clock,media,Television,media|switch,2,0,0,,Calendars & scheduling
ifttt,ifttt:PzjayukY,70,,,notify,NotificationProvider,notify,1,0,0,,Time management & tracking
ifttt,ifttt:uAdyBpGw,29,voice,Clock,media,Television,media,1,0,0,,Voice assistants
ifttt,ifttt:bC7adtM3,10,,,media,Television,media,1,0,0,,DIY electronics
ifttt,ifttt:zPUk47pj,12,power,PowerMeter,media,Television,media|plug,2,0,0,,Power monitoring & management
ifttt,ifttt:eiMnBDgS,24,threshold,TemperatureSensor,light.on,Light,light.on|thermostat|switch,3,0,0,,Environment control & monitoring
ifttt,ifttt:f3fRTQyL,14,phone,PersonTracker,media,Television,media,1,1,0,,Mobile devices & accessories
ifttt,ifttt:ZtkfyK6R,17,phone,PersonTracker,media,Television,media|switch,2,1,0,,Mobile devices & accessories
ifttt,ifttt:DqGijsQD,7328,voice,,media,Television,media,1,0,0,,Voice assistants
ifttt,ifttt:bfxtbZKE,375,voice,,light.on,Light,light.on|media,2,0,0,,Voice assistants
ifttt,ifttt:Dx8Etsej,2071,motion,MotionSensor,light.on,Light,light.on|thermostat|switch,3,0,0,,Security & monitoring systems
ifttt,ifttt:WFb35imQ,79,voice,,media,Television,media|switch,2,0,0,,Voice assistants
ifttt,ifttt:mf7AVWRw,184,voice,,media,Television,media|switch,2,0,0,,Voice assistants
ifttt,ifttt:wCB9kKUM,25,voice,,thermostat,Thermostat,thermostat,1,0,0,,Voice assistants
ifttt,ifttt:bWigJSsY,107,button,Button,media,Television,media|switch,2,0,0,,Smart hubs & systems
ifttt,ifttt:DZadNsKX,12,voice,,media,Television,media|switch,2,0,0,,Voice assistants
ifttt,ifttt:VF96E7Nx,13,,,media,Television,media|switch,2,0,0,,Smart hubs & systems
ifttt,ifttt:xkivgXfd,66,power,PowerMeter,media,Television,media|plug|switch,3,0,0,,Power monitoring & management
ifttt,ifttt:DcuGHLn8,38,voice,,light.on,Light,light.on|media|switch,3,0,0,,Voice assistants
ifttt,ifttt:c5rgM4xu,180,voice,,light.color,Light,light.color|light.on|media,3,0,0,,Voice assistants
ifttt,ifttt:hL3dUcJ8,108,weather,WeatherProvider,light.color,Light,light.color,1,0,0,,Finance & payments
ifttt,ifttt:Svjq8Dpm,14,voice,,light.color,Light,light.color|light.on|media,3,0,0,,Voice assistants
ifttt,ifttt:f3FqmJaf,12,,,light.color,Light,light.color|light.on|notify|camera,4,0,0,,News & information
ifttt,ifttt:v2Knt4cL,24,,,notify,NotificationProvider,notify,1,0,0,,News & information
ifttt,ifttt:xaCNvDzY,65,motion,MotionSensor,light.color,Light,light.color|light.on|camera,3,0,0,,Security & monitoring systems
ifttt,ifttt:efq2WXaR,1054,message,MessageSender,light.color,Light,light.color|light.on|notify|camera,4,1,0,,Notifications
ifttt,ifttt:UKxnmHLq,187,message,MessageSender,light.color,Light,light.color|camera,2,1,0,,Notifications
ifttt,ifttt:RNPthQC6,12,message,MessageSender,light.color,Light,light.color|light.on|camera,3,1,0,,Notifications
ifttt,ifttt:VuxZFB3r,175,message,MessageSender,light.scene,Light,light.scene|light.on|notify,3,1,0,,Notifications
ifttt,ifttt:QZDNzMf8,53,time,Clock,,,,0,0,0,,Calendars & scheduling
ifttt,ifttt:fkWjhvNe,3350,time,Clock,mower,Mower,mower,1,0,0,,Calendars & scheduling
ifttt,ifttt:im7CdxbP,760,calendar,CalendarProvider,,,,0,1,0,,Mobile devices & accessories
ifttt,ifttt:SWhBZ2sw,1017,,,,,,0,1,0,,Photo & video
ifttt,ifttt:q8QMHWqP,779,,,notify,NotificationProvider,notify,1,1,0,,Mobile devices & accessories
ifttt,ifttt:kDwf3GHv,125,time,Clock,,,,0,0,0,,Calendars & scheduling
ifttt,ifttt:QLrGgyNJ,132,time,Clock,vacuum,RobotVacuumCleaner,vacuum,1,0,0,,Calendars & scheduling
ifttt,ifttt:HUdpPkbj,358,arrive,PersonTracker,light.scene,Light,light.scene|light.on,2,1,0,,Location
ifttt,ifttt:fGd54VEu,21,calendar,CalendarProvider,query,,,0,1,0,,Mobile devices & accessories
ifttt,ifttt:Msa7nfeR,131,,,notify,NotificationProvider,notify,1,1,0,,Mobile devices & accessories
ifttt,ifttt:WEVBqXcw,81,time,Clock,light.color,Light,light.color|light.on|notify|camera,4,0,0,,Calendars & scheduling
ifttt,ifttt:FSkaWGKQ,17,contact,ContactSensor,light.off,Light,light.off|light.on|garage|switch,4,1,0,,Security & monitoring systems
ifttt,ifttt:N8A7xeBZ,294,time,Clock,light.color,Light,light.color|light.on|notify|camera,4,0,0,,Calendars & scheduling
ifttt,ifttt:pZmvPdjb,23,time,Clock,light.color,Light,light.color|light.on|notify|camera,4,0,0,,Calendars & scheduling
ifttt,ifttt:F6aLXwhF,81,time,Clock,light.color,Light,light.color|light.on|notify,3,0,0,,Calendars & scheduling
ifttt,ifttt:qUvqF3Gu,98,time,Clock,notify,NotificationProvider,notify,1,0,0,,Calendars & scheduling
ifttt,ifttt:iCjmthpH,15,time,Clock,light.color,Light,light.color|light.on,2,0,0,,Calendars & scheduling
ifttt,ifttt:zD6wkJNy,21,time,Clock,light.scene,Light,light.scene,1,0,0,,Calendars & scheduling
ifttt,ifttt:PyLu37sn,35,contact,ContactSensor,light.on,Light,light.on|lock|notify|plug,4,1,0,,Mobile devices & accessories
ifttt,ifttt:svp2Chiz,13,,,light.color,Light,light.color|light.on|camera,3,1,0,,Photo & video
ifttt,ifttt:AGJjQu28,37,arrive,PersonTracker,thermostat,Thermostat,thermostat,1,1,0,,Location
ifttt,ifttt:qeuQgawH,21,arrive,PersonTracker,notify,NotificationProvider,notify,1,1,0,,Location
ifttt,ifttt:Xp9Z65Jb,12,time,Clock,light.color,Light,light.color|camera,2,0,0,,Calendars & scheduling
ifttt,ifttt:gh7eVAjq,13,,,light.on,Light,light.on|notify|plug|switch,4,1,0,,Mobile devices & accessories
ifttt,ifttt:J9sPCKJ4,27,arrive,PersonTracker,thermostat,Thermostat,thermostat,1,1,0,,Location
ifttt,ifttt:aiumq6Hx,17,calendar,CalendarProvider,light.color,Light,light.color|light.on|notify,3,0,0,,Not Found
ifttt,ifttt:nJLhie8u,14,time,Clock,light.on,Light,light.on,1,0,0,,Calendars & scheduling
ifttt,ifttt:xzKiB8Vj,108,time,Clock,light.color,Light,light.color|camera,2,0,0,,Calendars & scheduling
ifttt,ifttt:hp5j3Req,6905,battery,Battery,notify,NotificationProvider,notify,1,0,0,,Health & fitness
ifttt,ifttt:rQLV3TPe,54,time,Clock,light.color,Light,light.color|mower,2,0,0,,Calendars & scheduling
ifttt,ifttt:We6GWgfY,2694,voice,,light.color,Light,light.color|light.on|notify,3,1,0,,Mobile devices & accessories
ifttt,ifttt:qEhxsAdD,31,time,Clock,light.color,Light,light.color|camera,2,0,0,,Calendars & scheduling
ifttt,ifttt:ghcFZbaQ,315,,,notify,NotificationProvider,notify,1,0,0,,News & information
ifttt,ifttt:VXNtxkGC,120,sun,SunProvider,light.on,Light,light.on|timer,2,0,0,,Weather
ifttt,ifttt:YGRvjQfi,96,,,light.color,Light,light.color|light.scene|light.on,3,0,0,,Restaurants & food
ifttt,ifttt:zmPsu4p7,65,weather,WeatherProvider,light.scene,Light,light.scene|notify,2,0,0,,Weather
ifttt,ifttt:rB96NvXz,52,arrive,PersonTracker,light.color,Light,light.color|light.on,2,1,0,,Location
ifttt,ifttt:Npa3ugVY,54,voice,,garage,GarageDoor,garage,1,0,0,,Voice assistants
ifttt,ifttt:Vhav5pwP,85,voice,,garage,GarageDoor,garage,1,0,0,,Voice assistants
ifttt,ifttt:rHDcdsh7,25,leave,PersonTracker,garage,GarageDoor,garage,1,1,0,,Location
ifttt,ifttt:qDvAn5d3,10,time,Clock,garage,GarageDoor,garage,1,0,0,,Calendars & scheduling
ifttt,ifttt:mmubk2Q8,10,message,MessageSender,garage,GarageDoor,garage,1,0,0,,Notifications
ifttt,ifttt:HgunQTXw,44,voice,,lock,DoorLock,lock,1,0,0,,Voice assistants
ifttt,ifttt:QifkQj46,953,security,Camera,light.on,Light,light.on|lock|switch,3,0,0,,Security & monitoring systems
ifttt,ifttt:SsJXUegv,30,button,Button,light.off,Light,light.off|light.on|notify|switch,4,0,0,,DIY electronics
ifttt,ifttt:x7LfEvN5,38,button,Button,light.scene,Light,light.scene|light.on|switch,3,0,0,,DIY electronics
ifttt,ifttt:pG2FfHMW,67,leave,PersonTracker,light.off,Light,light.off|light.on|switch,3,0,0,,Communication
ifttt,ifttt:PDB6Kmfw,10,button,Button,light.on,Light,light.on|switch,2,0,0,,DIY electronics
